read,type,id,X,Y,Z
2227,2,3,52,17,5
2228,4,3,658,439,21
2229,3,3,146,128,17
2230,1,2,455,547,7
2231,3,1,736,501,4
2232,2,1,597,142,16
2233,4,2,286,324,19
2234,3,1,738,526,15
2235,2,1,147,332,14
2236,2,2,424,256,22
2237,4,2,138,468,1
2238,3,3,496,453,8
2239,3,1,555,116,5
2240,5,2,573,337,7
2241,1,2,702,54,9
2242,2,3,619,8,5
2243,4,1,431,216,10
2244,2,2,724,253,20
2245,3,3,184,398,7
2246,3,1,452,134,7
2247,2,2,370,303,17
2248,2,1,511,159,3
2249,5,1,177,263,16
2250,4,3,274,290,25
2251,1,2,566,306,15
2252,4,2,797,112,2
2253,1,2,729,37,17
2254,2,3,605,452,20
2255,4,3,624,570,19
2256,1,2,298,95,8
2257,3,1,410,563,6
2258,3,2,119,164,22
2259,3,3,663,3,15
2260,4,1,617,71,17
2261,3,3,578,232,2
2262,1,3,227,224,19
2263,2,3,330,63,2
2264,4,2,484,98,8
2265,4,3,761,169,15
2266,2,3,442,440,15
2267,3,2,122,417,10
2268,3,1,353,366,16
2269,5,3,564,301,20
2270,4,2,432,419,17
2271,1,2,119,344,5
2272,3,2,640,534,2
2273,5,2,239,529,23
2274,4,1,53,278,16
2275,4,1,736,146,25
2276,2,2,9,447,18
2277,4,3,795,146,4
2278,2,1,49,569,14
2279,2,1,265,507,7
2280,3,2,684,232,3
2281,1,3,40,330,22
2282,1,2,122,26,9
2283,1,2,645,495,11
2284,3,1,378,463,17
2285,2,3,35,545,11
2286,4,1,527,185,16
2287,4,1,65,257,12
2288,4,3,160,196,1
2289,3,1,601,119,6
2290,3,2,211,343,11
2291,2,3,437,357,24
2292,4,3,536,312,15
2293,2,1,377,293,14
2294,3,3,370,335,13
2295,3,1,610,20,2
2296,3,3,174,491,12
2297,5,3,640,195,13
2298,4,2,85,52,16
2299,5,1,304,372,9
2300,2,2,514,286,13
2301,3,2,638,181,15
2302,4,3,497,246,18
2303,4,3,94,349,16
2304,1,1,588,577,2
2305,1,1,584,372,12
2306,1,2,24,231,2
2307,5,1,617,272,13
2308,5,2,759,524,22
2309,2,1,641,92,24
2310,1,2,27,218,10
2311,4,2,357,460,1
2312,4,2,513,421,19
2313,1,1,182,323,14
2314,2,2,324,529,22
2315,4,2,703,351,6
2316,4,2,597,39,5
2317,3,3,167,343,2
2318,2,3,203,113,14
2319,4,3,768,298,14
2320,1,1,395,313,1
2321,1,1,96,473,19
2322,3,2,250,575,24
2323,1,3,194,242,8
2324,3,3,681,187,3
2325,5,2,154,398,10
2326,1,1,255,592,24
2327,1,2,590,457,16
2328,1,2,63,76,22
2329,5,3,375,219,1
2330,5,2,391,485,7
2331,3,1,556,94,24
2332,2,3,345,19,18
2333,4,3,365,569,10
2334,5,3,644,481,16
2335,1,1,406,153,2
2336,2,3,340,317,21
2337,3,1,503,484,13
2338,3,2,400,38,5
2339,1,3,24,411,13
2340,1,3,671,189,8
2341,1,2,258,81,6
2342,1,3,426,392,15
2343,2,2,670,424,19
2344,2,3,161,190,22
2345,2,1,94,506,3
2346,4,1,522,37,19
2347,4,3,131,135,4
2348,3,3,246,125,18
2349,2,1,195,311,23
2350,5,3,682,143,17
2351,1,3,193,131,13
2352,2,1,643,320,24
2353,3,2,637,349,23
2354,2,3,253,548,15
2355,5,1,559,365,2
2356,3,1,51,219,23
2357,4,1,141,48,24
2358,2,2,142,329,2
2359,5,2,139,180,9
2360,1,1,516,256,1
2361,4,1,586,272,14
2362,3,1,257,260,12
2363,5,2,536,50,24
2364,1,3,111,163,4
2365,2,1,370,387,1
2366,4,3,471,338,4
2367,4,3,719,425,23
2368,3,2,243,147,2
2369,4,2,638,36,15
2370,5,1,328,572,16
2371,4,3,536,443,17
2372,5,3,419,303,14
2373,2,2,220,370,23
2374,5,1,335,328,25
2375,4,2,355,435,17
2376,1,1,431,600,2
2377,3,3,617,235,11
2378,2,3,349,448,18
2379,2,3,490,66,5
2380,4,2,16,294,2
2381,3,3,620,96,2
2382,1,1,31,426,10
2383,3,2,330,243,24
2384,1,2,573,428,13
2385,1,3,306,378,3
2386,5,3,377,294,23
2387,2,2,350,106,17
2388,4,3,638,418,9
2389,2,3,463,203,21
2390,5,2,740,45,6
2391,3,1,664,512,19
2392,4,3,536,584,16
2393,1,3,720,335,3
2394,2,3,99,187,7
2395,3,1,181,2,13
2396,2,3,554,136,25
2397,4,2,104,70,2
2398,4,1,457,572,3
2399,3,2,612,140,22
2400,4,3,714,141,24
2401,1,2,542,60,4
2402,2,2,429,541,3
2403,3,3,596,327,5
2404,4,1,373,324,22
2405,3,3,417,392,11
2406,3,2,596,183,4
2407,3,2,767,410,16
2408,4,2,671,589,25
2409,1,2,750,422,21
2410,5,1,147,413,16
2411,5,3,636,450,3
2412,1,3,8,418,17
2413,3,2,146,236,15
2414,1,3,503,410,15
2415,2,1,691,424,19
2416,1,1,640,544,20
2417,4,3,201,397,3
2418,4,1,221,399,18
2419,1,1,407,110,7
2420,3,3,322,140,10
2421,4,1,411,71,14
2422,3,3,252,258,17
2423,3,1,597,120,8
2424,1,2,202,479,14
2425,1,1,666,80,19
2426,4,3,327,518,23
2427,2,2,618,40,3
2428,3,1,291,595,24
2429,4,2,503,149,1
2430,3,2,84,486,15
2431,1,2,386,499,16
2432,1,1,167,445,10
2433,4,2,631,87,13
2434,1,3,210,445,24
2435,4,3,745,292,1
2436,4,3,345,465,19
2437,2,2,100,43,24
2438,3,1,715,191,8
2439,5,1,343,326,17
2440,1,3,133,73,15
2441,4,1,686,252,15
2442,1,2,142,520,15
2443,3,3,545,307,21
2444,3,3,433,174,4
2445,4,3,303,410,3
2446,3,3,469,282,18
2447,2,2,59,355,4
2448,2,2,684,340,1
2449,5,1,347,263,7
2450,1,1,454,483,14
2451,5,1,375,33,1
2452,2,3,119,412,14
2453,3,1,497,552,6
2454,5,1,94,552,19
2455,5,1,773,242,5
2456,2,2,199,527,3
2457,3,3,739,199,25
2458,2,1,301,399,23
2459,4,1,180,401,2
2460,5,2,20,184,17
2461,4,3,276,291,23
2462,3,2,127,290,3
2463,3,2,14,228,17
2464,5,3,616,534,14
2465,1,3,268,454,8
2466,3,3,78,261,24
2467,2,2,245,499,13
2468,3,2,45,410,25
2469,2,1,112,259,13
2470,1,3,675,275,1
2471,3,2,211,363,14
2472,5,2,58,320,3
2473,2,2,331,368,22
2474,4,1,162,39,21
2475,1,3,308,130,19
2476,4,3,205,586,25
2477,5,3,360,230,7
2478,3,3,767,434,17
2479,3,2,64,188,12
2480,4,1,467,30,19
2481,5,1,708,33,16
2482,1,2,161,403,19
2483,4,2,44,514,9
2484,1,1,246,437,18
2485,2,3,767,459,1
2486,3,1,410,279,1
2487,2,2,235,59,2
2488,2,2,216,163,1
2489,2,3,409,405,21
2490,4,1,200,167,19
2491,2,3,159,188,17
2492,5,1,379,189,17
2493,2,3,790,380,15
2494,2,3,186,222,16
2495,1,3,239,179,20
2496,1,3,435,284,18
2497,5,1,555,400,12
2498,4,2,466,531,20
2499,5,1,346,311,10
2500,3,3,209,469,16
2501,4,2,373,226,6
2502,5,2,705,20,8
2503,5,3,75,399,17
2504,2,3,483,217,11
2505,1,2,198,537,22
2506,2,2,729,58,10
2507,2,2,430,504,7
2508,5,3,723,595,23
2509,3,3,20,140,2
2510,1,3,389,95,4
2511,5,3,596,532,1
2512,2,3,117,556,5
2513,2,2,728,499,16
2514,3,1,72,216,21
2515,5,3,780,398,8
2516,4,3,561,95,11
2517,5,1,724,573,2
2518,4,2,591,355,18
2519,3,2,274,285,20
2520,5,3,391,559,23
2521,3,2,607,404,11
2522,5,2,31,427,20
2523,5,1,783,452,9
2524,4,2,749,359,22
2525,3,3,336,468,17
2526,4,1,307,131,15
2527,4,3,761,546,4
2528,4,3,540,349,3
2529,2,3,464,286,14
2530,3,3,394,53,14
2531,3,1,312,373,12
2532,2,3,567,165,22
2533,4,3,497,455,12
2534,1,3,148,39,5
2535,2,2,282,177,16
2536,5,1,156,217,13
2537,3,1,274,15,20
2538,3,1,241,106,13
2539,3,1,260,293,12
2540,5,3,452,174,7
2541,1,3,469,218,25
2542,3,3,30,41,15
2543,2,1,614,314,22
2544,1,3,608,305,5
2545,4,3,701,275,25
2546,4,3,360,101,3
2547,1,3,642,110,8
2548,3,2,481,390,24
2549,5,1,100,51,20
2550,4,2,711,510,7
2551,2,2,13,239,4
2552,5,3,363,375,14
2553,3,2,704,246,2
2554,3,2,51,235,16
2555,2,3,153,201,7
2556,3,1,402,371,23
2557,4,3,206,241,18
2558,5,1,160,579,1
2559,1,2,413,596,14
2560,4,1,294,562,15
2561,3,2,107,334,4
2562,3,2,756,388,18
2563,5,1,311,186,5
2564,1,3,485,382,9
2565,1,3,623,507,21
2566,4,3,535,343,20
2567,1,1,763,276,19
2568,2,1,51,293,15
2569,3,1,524,124,25
2570,3,2,590,237,21
2571,4,2,786,143,21
2572,1,1,756,227,13
2573,1,2,600,253,10
2574,3,1,253,11,6
2575,3,3,711,209,19
2576,1,1,56,246,21
2577,3,2,419,276,22
2578,2,2,576,240,11
2579,3,2,521,216,19
2580,3,1,352,43,22
2581,5,1,661,109,6
2582,1,3,313,215,22
2583,5,3,761,229,14
2584,4,2,551,321,5
2585,2,1,669,326,3
2586,3,2,678,183,16
2587,5,1,593,141,6
2588,3,1,409,84,8
2589,1,3,653,331,11
2590,1,2,243,246,18
2591,3,2,434,504,11
2592,1,1,363,178,3
2593,5,3,741,506,16
2594,1,1,464,64,17
2595,4,2,772,48,3
2596,4,1,188,175,22
2597,3,1,263,277,11
2598,3,1,662,529,20
2599,1,1,156,250,23
2600,1,3,798,126,7
2601,2,3,580,91,2
2602,5,2,96,106,1
2603,3,2,62,529,21
2604,1,1,361,194,4
2605,2,1,362,524,2
2606,3,2,106,84,22
2607,1,2,199,324,11
2608,3,2,100,83,10
2609,5,1,463,253,21
2610,2,1,312,551,12
2611,5,1,690,12,24
2612,3,2,595,427,4
2613,2,1,57,474,14
2614,2,1,180,145,16
2615,2,1,403,440,11
2616,2,3,652,252,15
2617,5,3,45,579,1
2618,4,3,190,428,14
2619,2,2,185,441,14
2620,4,2,612,208,3
2621,4,3,197,566,14
2622,5,3,760,67,2
2623,3,3,455,319,4
2624,2,3,578,591,15
2625,4,1,265,131,5
2626,1,2,111,307,23
2627,2,3,698,139,2
2628,1,2,31,110,24
2629,5,3,678,504,3
2630,5,3,687,430,17
2631,1,3,155,538,7
2632,3,1,278,477,4
2633,2,2,210,72,11
2634,5,3,685,541,5
2635,3,1,11,230,24
2636,5,1,217,461,23
2637,5,3,165,513,10
2638,1,1,631,95,2
2639,2,1,227,281,24
2640,4,3,486,64,12
2641,1,1,293,469,10
2642,5,1,569,569,8
2643,1,3,178,216,20
2644,5,1,122,208,22
2645,1,2,620,556,7
2646,4,2,696,287,3
2647,2,3,588,442,13
2648,2,3,372,35,15
2649,4,1,441,179,11
2650,1,2,37,306,9
2651,5,1,542,566,11
2652,3,2,413,331,1
2653,1,1,674,516,25
2654,1,1,383,220,21
2655,4,3,647,487,11
2656,1,1,649,315,12
2657,4,3,737,157,14
2658,2,3,217,432,2
2659,4,2,711,536,20
2660,4,1,605,298,25
2661,2,2,539,283,8
2662,5,3,563,266,7
2663,4,2,40,197,21
2664,5,2,632,304,21
2665,5,2,500,456,15
2666,2,2,400,387,11
2667,2,1,327,281,24
2668,2,1,618,27,17
2669,4,2,369,437,21
2670,2,1,389,450,19
2671,3,3,337,20,25
2672,2,2,642,346,23
2673,5,2,125,98,6
2674,4,1,165,19,2
2675,4,2,355,455,15
2676,5,3,426,179,18
2677,5,3,566,209,14
2678,2,1,795,490,3
2679,5,2,527,235,20
2680,4,2,262,145,12
2681,1,1,578,256,17
2682,1,1,795,508,12
2683,3,2,237,597,22
2684,5,1,92,39,6
2685,2,2,768,168,15
2686,3,1,535,544,8
2687,4,2,297,379,6
2688,3,2,360,71,10
2689,1,2,713,274,1
2690,4,3,606,100,1
2691,5,3,735,24,21
2692,2,1,524,361,11
2693,4,2,85,596,13
2694,5,1,396,97,16
2695,5,1,44,467,5
2696,1,2,759,162,4
2697,5,2,467,369,22
2698,2,2,425,161,21
2699,2,2,296,598,19
2700,2,2,581,111,15
2701,5,2,627,450,8
2702,3,3,453,240,8
2703,4,1,525,129,22
2704,2,1,432,8,18
2705,4,2,192,527,25
2706,2,2,443,206,25
2707,5,2,342,442,9
2708,2,1,616,168,23
2709,1,3,769,15,8
2710,2,1,125,91,19
2711,5,3,730,41,8
2712,2,3,139,334,9
2713,2,3,781,293,6
2714,5,3,597,176,24
2715,5,3,121,483,12
2716,5,1,51,520,4
2717,2,2,59,68,21
2718,2,3,777,184,20
2719,3,3,703,565,1
2720,1,3,496,366,21
2721,5,1,247,405,5
2722,4,1,665,374,24
2723,1,2,728,176,6
2724,2,2,33,534,4
2725,2,1,264,481,22
2726,3,2,728,180,23
2727,5,2,727,594,22
2728,3,1,513,39,23
2729,2,2,335,306,19
2730,4,3,535,310,6
2731,3,2,331,180,1
2732,2,3,380,391,20
2733,5,1,794,142,16
2734,4,1,600,581,15
2735,1,2,339,401,18
2736,4,3,673,312,4
2737,3,2,281,225,13
2738,2,2,219,225,20
2739,3,2,763,395,17
2740,4,1,779,560,14
2741,4,2,229,142,12
2742,3,2,144,282,16
2743,2,3,584,499,12
2744,2,3,285,266,23
2745,5,2,532,484,25
2746,4,1,793,376,16
2747,3,2,322,308,12
2748,5,2,249,103,21
2749,5,3,334,536,3
2750,5,3,707,237,13
2751,1,3,547,69,6
2752,4,3,472,137,23
2753,3,3,269,33,11
2754,2,1,199,204,1
2755,3,3,337,72,17
2756,3,3,435,305,15
2757,2,1,441,242,25
2758,4,2,574,385,25
2759,2,2,641,596,1
2760,5,2,759,332,19
2761,5,1,550,82,19
2762,2,3,529,228,2
2763,1,2,128,123,25
2764,1,2,674,390,7
2765,3,3,799,431,13
2766,5,3,719,342,20
2767,2,2,755,127,20
2768,3,1,66,164,5
2769,2,2,641,195,5
2770,5,1,654,572,3
2771,5,1,485,84,1
2772,3,1,297,434,24
2773,2,3,431,311,4
2774,1,2,151,138,24
2775,4,1,137,481,13
2776,2,1,4,97,23
2777,1,3,677,309,1
2778,3,3,305,334,17
2779,4,1,542,134,1
2780,5,3,221,64,6
2781,4,3,703,284,24
2782,4,2,715,250,18
2783,4,1,658,102,23
2784,5,1,116,26,25
2785,3,3,127,42,23
2786,4,3,16,244,7
2787,2,1,410,158,8
2788,5,1,283,394,17
2789,2,2,548,584,25
2790,1,1,91,184,20
2791,4,2,722,309,9
2792,3,3,774,40,13
2793,1,3,250,15,14
2794,1,1,46,116,23
2795,4,2,672,292,16
2796,4,2,777,203,11
2797,2,2,746,521,21
2798,2,2,606,125,19
2799,2,1,516,82,19
2800,2,3,184,13,24
2801,3,2,797,70,23
2802,5,3,293,213,2
2803,5,1,503,208,14
2804,3,3,246,101,23
2805,3,1,135,372,12
2806,2,1,491,275,1
2807,5,3,587,112,4
2808,4,1,455,455,14
2809,1,3,145,461,14
2810,4,2,538,567,1
2811,4,2,623,154,8
2812,3,2,212,526,7
2813,3,2,32,64,2
2814,1,2,546,458,25
2815,5,3,508,459,6
2816,5,3,161,338,18
2817,3,1,402,550,6
2818,1,1,639,204,9
2819,1,2,371,332,11
2820,4,3,524,440,5
2821,1,1,464,164,24
2822,3,3,551,247,9
2823,2,1,35,592,3
2824,4,3,201,463,18
2825,1,3,534,260,14
2826,1,3,413,196,9
2827,2,3,764,40,15
2828,5,3,386,309,12
2829,3,1,159,525,25
2830,2,3,338,461,16
2831,2,2,480,7,17
2832,1,1,482,258,25
2833,1,1,299,316,5
2834,4,1,51,375,9
2835,1,2,399,334,20
2836,4,1,492,513,4
2837,2,1,428,588,12
2838,3,3,111,175,4
2839,3,1,234,35,24
2840,2,1,507,516,21
2841,5,2,19,87,5
2842,2,2,712,50,1
2843,2,2,275,306,2
2844,5,1,255,194,23
2845,4,1,443,35,13
2846,3,1,622,68,8
2847,2,3,445,267,8
2848,1,1,799,253,21
2849,2,1,107,284,11
2850,3,1,6,304,18
2851,4,3,204,230,15
2852,2,3,599,245,14
2853,3,3,324,517,16
2854,4,2,650,587,20
2855,4,2,778,519,1
2856,5,1,81,7,18
2857,2,3,441,115,1
2858,5,1,634,241,7
2859,2,2,86,202,4
2860,4,1,699,33,10
2861,4,2,261,539,6
2862,3,1,431,106,20
2863,1,2,573,355,2
2864,4,3,189,421,5
2865,2,3,254,369,3
2866,3,3,326,558,22
2867,2,1,261,113,14
2868,3,1,485,534,9
2869,3,2,538,125,4
2870,5,2,370,373,19
2871,3,3,129,490,7
2872,3,3,533,125,23
2873,4,3,133,162,16
2874,3,2,168,121,21
2875,4,3,105,379,18
2876,2,1,620,552,1
2877,5,2,303,317,4
2878,1,2,239,545,2
2879,5,1,109,209,3
2880,3,1,348,477,1
2881,3,3,65,243,4
2882,2,3,717,399,15
2883,4,2,58,253,12
2884,5,2,14,340,11
2885,1,2,373,454,6
2886,3,3,432,580,18
2887,5,3,447,330,24
2888,2,3,766,569,20
2889,4,1,532,156,13
2890,5,1,783,597,22
2891,1,3,576,403,22
2892,5,1,731,374,4
2893,4,2,101,485,4
2894,4,3,776,421,11
2895,1,2,331,321,20
2896,3,1,368,50,13
2897,1,2,728,583,16
2898,5,3,51,62,13
2899,3,1,620,286,3
2900,5,1,335,291,24
2901,5,2,70,446,19
2902,4,3,536,229,10
2903,5,3,192,35,12
2904,3,1,482,193,25
2905,4,3,281,48,12
2906,5,2,480,348,1
2907,3,3,124,427,20
2908,3,2,617,241,14
2909,3,3,457,247,23
2910,5,3,391,77,1
2911,1,2,733,545,5
2912,3,3,7,346,5
2913,5,1,662,278,20
2914,5,2,376,306,19
2915,1,2,570,205,25
2916,4,2,39,416,24
2917,4,3,264,74,13
2918,5,3,698,59,15
2919,1,2,582,223,12
2920,4,2,307,495,3
2921,1,1,600,415,16
2922,2,2,377,566,18
2923,5,2,379,431,5
2924,5,2,369,214,14
2925,2,1,566,422,15
2926,1,1,650,297,25
2927,5,3,57,226,19
2928,1,2,61,205,13
2929,3,1,684,230,4
2930,1,2,666,117,12
2931,1,1,466,64,15
2932,2,3,295,580,1
2933,4,1,222,97,16
2934,5,2,38,530,6
2935,4,2,702,385,6
2936,2,2,251,134,7
2937,4,1,341,389,9
2938,2,3,3,438,22
2939,5,3,687,393,8
2940,4,2,523,143,2
2941,2,2,25,216,19
2942,3,1,355,327,15
2943,4,1,572,392,10
2944,4,1,69,64,3
2945,3,1,338,112,4
2946,1,2,442,105,2
2947,3,3,412,358,14
2948,2,2,111,181,20
2949,2,2,41,255,5
2950,2,1,230,418,23
2951,5,1,220,234,19
2952,3,1,100,422,9
2953,2,3,315,434,6
2954,3,2,111,367,1
2955,2,2,641,3,7
2956,1,2,204,406,2
2957,2,3,561,95,23
2958,2,1,405,594,12
2959,2,1,329,453,11
2960,1,2,127,290,8
2961,2,3,282,336,25
2962,5,1,450,109,25
2963,1,1,138,83,22
2964,2,3,209,117,10
2965,1,2,151,131,15
2966,2,2,151,292,24
2967,4,2,410,185,12
2968,5,3,441,365,3
2969,5,2,268,317,7
2970,3,3,712,191,16
2971,2,1,476,72,23
2972,3,2,219,21,12
2973,1,3,399,420,12
2974,4,3,603,370,23
2975,5,3,353,93,14
2976,5,1,61,320,1
2977,2,2,517,542,23
2978,1,2,555,41,21
2979,2,3,716,391,11
2980,2,3,205,84,15
2981,1,2,773,364,5
2982,2,1,154,13,22
2983,2,3,566,474,19
2984,4,1,616,221,6
2985,1,1,658,252,8
2986,4,2,570,41,9
2987,4,1,559,167,5
2988,2,1,520,17,24
2989,4,3,529,491,23
2990,3,1,281,189,20
2991,3,1,170,74,9
2992,1,3,62,185,10
2993,3,1,564,561,4
2994,5,3,691,382,1
2995,1,1,624,106,22
2996,2,2,371,114,11
2997,1,3,174,336,23
2998,3,2,388,350,11
2999,2,3,144,284,12
3000,1,1,523,157,11
